Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Total_Agricultural_Land,Barren_Land
Peas & beans (Pulses),2011,Kharif     ,Nagaland,2190,2730,1544.354545,366868.8,722.7,1.249,2576.470588,386.4705882
Peas & beans (Pulses),2011,Rabi       ,Nagaland,6940,6310,1544.354545,1162588.8,2290.2,0.905454545,8164.705882,1224.705882
Potato,2011,Rabi       ,Nagaland,6510,58780,1544.354545,1090555.2,2148.3,9.018181818,7658.823529,1148.823529
Ragi,2011,Kharif     ,Nagaland,310,290,1544.354545,51931.2,102.3,0.962857143,364.7058824,54.70588235
Rapeseed &Mustard,2011,Rabi       ,Nagaland,27120,27250,1544.354545,4543142.4,8949.6,1.005454545,31905.88235,4785.882353
Rice,2011,Kharif     ,Nagaland,179050,376390,1544.354545,29994456,59086.5,2.049090909,210647.0588,31597.05882
Rice,2011,Rabi       ,Nagaland,2530,5990,1544.354545,423825.6,834.9,2.34,2976.470588,446.4705882
Sesamum,2011,Kharif     ,Nagaland,3500,2100,1544.354545,586320,1155,0.603636364,4117.647059,617.6470588
Small millets,2011,Kharif     ,Nagaland,8510,8040,1544.354545,1425595.2,2808.3,0.888888889,10011.76471,1501.764706
Soyabean,2011,Kharif     ,Nagaland,24510,30680,1544.354545,4105915.2,8088.3,1.237272727,28835.29412,4325.294118
Sugarcane,2011,Kharif     ,Nagaland,4290,186670,1544.354545,718660.8,1415.7,43.49818182,5047.058824,757.0588235
Sunflower,2011,Kharif     ,Nagaland,220,180,1544.354545,36854.4,72.6,0.736666667,258.8235294,38.82352941
Sunflower,2011,Rabi       ,Nagaland,1910,1000,1544.354545,319963.2,630.3,0.524,2247.058824,337.0588235
Sweet potato,2011,Kharif     ,Nagaland,1150,9710,1544.354545,192648,379.5,8.441818182,1352.941176,202.9411765
Tapioca,2011,Kharif     ,Nagaland,1710,40210,1544.354545,286459.2,564.3,23.46909091,2011.764706,301.7647059
Urad,2011,Kharif     ,Nagaland,220,210,1544.354545,36854.4,72.6,0.9875,258.8235294,38.82352941
Urad,2011,Rabi       ,Nagaland,680,450,1544.354545,113913.6,224.4,0.645,800,120
Wheat,2011,Rabi       ,Nagaland,3150,5390,1544.354545,527688,1039.5,1.711111111,3705.882353,555.8823529
Arhar/Tur,2011,Kharif     ,Punjab,3100,2700,705.2,519312,1023,0.923,3647.058824,547.0588235
Bajra,2011,Kharif     ,Punjab,3000,3000,705.2,502560,990,1,3529.411765,529.4117647
Barley,2011,Rabi       ,Punjab,12000,47000,705.2,2010240,3960,3.875,14117.64706,2117.647059
Cotton(lint),2011,Kharif     ,Punjab,515000,1621000,705.2,86272800,169950,3.010909091,605882.3529,90882.35294
Gram,2011,Rabi       ,Punjab,1800,2200,705.2,301536,594,1.1625,2117.647059,317.6470588
Groundnut,2011,Kharif     ,Punjab,1700,2900,705.2,284784,561,1.375,2000,300
Guar seed,2011,Kharif     ,Punjab,10200,8500,705.2,1708704,3366,0.833333333,12000,1800
Maize,2011,Kharif     ,Punjab,126000,502000,705.2,21107520,41580,4.359090909,148235.2941,22235.29412
Masoor,2011,Rabi       ,Punjab,1000,720,705.2,167520,330,0.715,1176.470588,176.4705882
Moong(Green Gram),2011,Kharif     ,Punjab,6600,5600,705.2,1105632,2178,0.894545455,7764.705882,1164.705882
Peas & beans (Pulses),2011,Rabi       ,Punjab,2800,3500,705.2,469056,924,1.16,3294.117647,494.1176471
Rapeseed &Mustard,2011,Rabi       ,Punjab,29000,37000,705.2,4858080,9570,1.280714286,34117.64706,5117.647059
Rice,2011,Kharif     ,Punjab,2818000,10542000,705.2,472071360,929940,3.7495,3315294.118,497294.1176
Sesamum,2011,Kharif     ,Punjab,4800,1600,705.2,804096,1584,0.39,5647.058824,847.0588235
Sugarcane,2011,Whole Year ,Punjab,80000,5653000,705.2,13401600,26400,71.17333333,94117.64706,14117.64706
Urad,2011,Kharif     ,Punjab,2800,1100,705.2,469056,924,0.4875,3294.117647,494.1176471
Wheat,2011,Rabi       ,Punjab,3528000,17982000,705.2,591010560,1164240,5.0675,4150588.235,622588.2353
Arhar/Tur,2011,Kharif     ,Tripura,1621,1212,2295.609091,271549.92,534.93,0.75,1907.058824,286.0588235
Cotton(lint),2011,Kharif     ,Tripura,949,1348,2295.609091,158976.48,313.17,1.4275,1116.470588,167.4705882
Gram,2011,Rabi       ,Tripura,147,115,2295.609091,24625.44,48.51,0.795,172.9411765,25.94117647
Groundnut,2011,Kharif     ,Tripura,219,235,2295.609091,36686.88,72.27,1.085,257.6470588,38.64705882
Groundnut,2011,Rabi       ,Tripura,369,480,2295.609091,61814.88,121.77,1.3275,434.1176471,65.11764706
Jute,2011,Kharif     ,Tripura,639,5483,2295.609091,107045.28,210.87,8.57,751.7647059,112.7647059
Maize,2011,Kharif     ,Tripura,3743,5058,2295.609091,627027.36,1235.19,1.3375,4403.529412,660.5294118
Masoor,2011,Rabi       ,Tripura,425,335,2295.609091,71196,140.25,0.775,500,75
Mesta,2011,Kharif     ,Tripura,628,5212,2295.609091,105202.56,207.24,8.2775,738.8235294,110.8235294
Moong(Green Gram),2011,Kharif     ,Tripura,462,247,2295.609091,77394.24,152.46,0.535,543.5294118,81.52941176
Moong(Green Gram),2011,Rabi       ,Tripura,251,147,2295.609091,42047.52,82.83,0.585,295.2941176,44.29411765
Other  Rabi pulses,2011,Rabi       ,Tripura,1190,966,2295.609091,199348.8,392.7,0.7975,1400,210
Other Kharif pulses,2011,Kharif     ,Tripura,1950,1244,2295.609091,326664,643.5,0.63,2294.117647,344.1176471
Peas & beans (Pulses),2011,Rabi       ,Tripura,890,690,2295.609091,149092.8,293.7,0.78,1047.058824,157.0588235
Rapeseed &Mustard,2011,Rabi       ,Tripura,2131,1683,2295.609091,356985.12,703.23,0.785,2507.058824,376.0588235
Rice,2011,Kharif     ,Tripura,265999,718304,2295.609091,44560152.48,87779.67,2.63,312940,46941
Sesamum,2011,Kharif     ,Tripura,1942,1095,2295.609091,325323.84,640.86,0.5575,2284.705882,342.7058824
Sugarcane,2011,Whole Year ,Tripura,921,45001,2295.609091,154285.92,303.93,48.8375,1083.529412,162.5294118
Urad,2011,Kharif     ,Tripura,1151,711,2295.609091,192815.52,379.83,0.62,1354.117647,203.1176471
Urad,2011,Rabi       ,Tripura,495,337,2295.609091,82922.4,163.35,0.6325,582.3529412,87.35294118
Wheat,2011,Rabi       ,Tripura,274,536,2295.609091,45900.48,90.42,1.9375,322.3529412,48.35294118
Arhar/Tur,2011,Kharif     ,Uttar Pradesh,319506,333810,777.4,53523645.12,105436.98,0.977222222,375889.4118,56383.41176
Bajra,2011,Kharif     ,Uttar Pradesh,887967,1632879,777.4,148752231.8,293029.11,1.59890625,1044667.059,156700.0588
Banana,2011,Summer     ,Uttar Pradesh,2175,95023,777.4,364356,717.75,43.67269231,2558.823529,383.8235294
Barley,2011,Rabi       ,Uttar Pradesh,157716,403700,777.4,26420584.32,52046.28,2.648888889,185548.2353,27832.23529
Coriander,2011,Rabi       ,Uttar Pradesh,6511,3603,777.4,1090722.72,2148.63,0.570153846,7660,1149
Cotton(lint),2011,Kharif     ,Uttar Pradesh,3842,911,777.4,643611.84,1267.86,0.236,4520,678
Dry chillies,2011,Kharif     ,Uttar Pradesh,13284,11026,777.4,2225335.68,4383.72,0.838676471,15628.23529,2344.235294
Garlic,2011,Rabi       ,Uttar Pradesh,34427,177919,777.4,5767211.04,11360.91,5.164098361,40502.35294,6075.352941
Ginger,2011,Kharif     ,Uttar Pradesh,847,2405,777.4,141889.44,279.51,2.91,996.4705882,149.4705882
Gram,2011,Rabi       ,Uttar Pradesh,576684,683466,777.4,96606103.68,190305.72,1.253529412,678451.7647,101767.7647
Groundnut,2011,Kharif     ,Uttar Pradesh,92243,92347,777.4,15452547.36,30440.19,1.040526316,108521.1765,16278.17647
Guar seed,2011,Kharif     ,Uttar Pradesh,2352,1924,777.4,394007.04,776.16,0.812419355,2767.058824,415.0588235
Jowar,2011,Kharif     ,Uttar Pradesh,192340,212514,777.4,32220796.8,63472.2,0.984827586,226282.3529,33942.35294
Linseed,2011,Rabi       ,Uttar Pradesh,31003,14073,777.4,5193622.56,10230.99,0.459487179,36474.11765,5471.117647
Maize,2011,Kharif     ,Uttar Pradesh,745217,1232077,777.4,124838751.8,245921.61,1.535352113,876725.8824,131508.8824
Maize,2011,Rabi       ,Uttar Pradesh,8864,21143,777.4,1484897.28,2925.12,2.371153846,10428.23529,1564.235294
Maize,2011,Summer     ,Uttar Pradesh,33320,55078,777.4,5581766.4,10995.6,1.666065574,39200,5880
Masoor,2011,Rabi       ,Uttar Pradesh,573244,505176,777.4,96029834.88,189170.52,1.008888889,674404.7059,101160.7059
Moong(Green Gram),2011,Kharif     ,Uttar Pradesh,38194,16182,777.4,6398258.88,12604.02,0.426923077,44934.11765,6740.117647
Moong(Green Gram),2011,Summer     ,Uttar Pradesh,35262,29663,777.4,5907090.24,11636.46,0.770327869,41484.70588,6222.705882
Onion,2011,Rabi       ,Uttar Pradesh,11464,262239,777.4,1920449.28,3783.12,22.87569444,13487.05882,2023.058824
Onion,2011,Summer     ,Uttar Pradesh,13138,142324,777.4,2200877.76,4335.54,10.79070423,15456.47059,2318.470588
Peas & beans (Pulses),2011,Rabi       ,Uttar Pradesh,323497,463374,777.4,54192217.44,106754.01,1.36915493,380584.7059,57087.70588
Potato,2011,Rabi       ,Uttar Pradesh,557779,12316103,777.4,93439138.08,184067.07,21.50819444,656210.5882,98431.58824
Rapeseed &Mustard,2011,Rabi       ,Uttar Pradesh,639211,725893,777.4,107080626.7,210939.63,1.016388889,752012.9412,112801.9412
Rice,2011,Kharif     ,Uttar Pradesh,5922643,13962896,777.4,992161155.4,1954472.19,2.294444444,6967815.294,1045172.294
Rice,2011,Summer     ,Uttar Pradesh,23642,59496,777.4,3960507.84,7801.86,2.335909091,27814.11765,4172.117647
Sannhamp,2011,Kharif     ,Uttar Pradesh,2164,593,777.4,362513.28,714.12,0.255862069,2545.882353,381.8823529
Sesamum,2011,Kharif     ,Uttar Pradesh,344914,74778,777.4,57779993.28,113821.62,0.212537313,405781.1765,60867.17647
Small millets,2011,Kharif     ,Uttar Pradesh,8748,8097,777.4,1465464.96,2886.84,0.977826087,10291.76471,1543.764706
Soyabean,2011,Kharif     ,Uttar Pradesh,17670,22123,777.4,2960078.4,5831.1,1.25,20788.23529,3118.235294
Sugarcane,2011,Kharif     ,Uttar Pradesh,2162404,128818743,777.4,362245918.1,713593.32,55.13875,2544004.706,381600.7059
Sunflower,2011,Summer     ,Uttar Pradesh,3562,6080,777.4,596706.24,1175.46,1.711764706,4190.588235,628.5882353
Sweet potato,2011,Kharif     ,Uttar Pradesh,17395,226031,777.4,2914010.4,5740.35,12.99478261,20464.70588,3069.705882
Tobacco,2011,Rabi       ,Uttar Pradesh,23640,123452,777.4,3960172.8,7801.2,5.060625,27811.76471,4171.764706
Tobacco,2011,Summer     ,Uttar Pradesh,405,1251,777.4,67845.6,133.65,3.064545455,476.4705882,71.47058824
Turmeric,2011,Rabi       ,Uttar Pradesh,1828,5149,777.4,306226.56,603.24,2.8475,2150.588235,322.5882353
Urad,2011,Kharif     ,Uttar Pradesh,507317,339225,777.4,84985743.84,167414.61,0.659166667,596843.5294,89526.52941
Urad,2011,Summer     ,Uttar Pradesh,48109,31944,777.4,8059219.68,15875.97,0.726984127,56598.82353,8489.823529
Wheat,2011,Rabi       ,Uttar Pradesh,9731150,31892480,777.4,1630162248,3211279.5,3.253333333,11448411.76,1717261.765
Arhar/Tur,2011,Kharif     ,Uttarakhand,2574,1740,1564.7,431196.48,849.42,0.636666667,3028.235294,454.2352941
Barley,2011,Rabi       ,Uttarakhand,20712,26160,1564.7,3469674.24,6834.96,1.410769231,24367.05882,3655.058824
Garlic,2011,Whole Year ,Uttarakhand,3039,24472,1564.7,509093.28,1002.87,6.487826087,3575.294118,536.2941176
Gram,2011,Rabi       ,Uttarakhand,720,574,1564.7,120614.4,237.6,0.692727273,847.0588235,127.0588235
Groundnut,2011,Kharif     ,Uttarakhand,1214,1538,1564.7,203369.28,400.62,1.251666667,1428.235294,214.2352941
Horse-gram,2011,Kharif     ,Uttarakhand,10016,8120,1564.7,1677880.32,3305.28,0.848181818,11783.52941,1767.529412
Maize,2011,Kharif     ,Uttarakhand,25472,38284,1564.7,4267069.44,8405.76,1.37,29967.05882,4495.058824
Maize,2011,Summer     ,Uttarakhand,47,94,1564.7,7873.44,15.51,1.873333333,55.29411765,8.294117647
Masoor,2011,Rabi       ,Uttarakhand,10978,9045,1564.7,1839034.56,3622.74,0.744615385,12915.29412,1937.294118
Moong(Green Gram),2011,Summer     ,Uttarakhand,3,2,1564.7,502.56,0.99,0.67,3.529411765,0.529411765
Moth,2011,Kharif     ,Uttarakhand,2,2,1564.7,335.04,0.66,1,2.352941176,0.352941176
Onion,2011,Whole Year ,Uttarakhand,2149,11529,1564.7,360000.48,709.17,5.808461538,2528.235294,379.2352941
Other  Rabi pulses,2011,Rabi       ,Uttarakhand,23,14,1564.7,3852.96,7.59,0.615,27.05882353,4.058823529
Other Cereals,2011,Rabi       ,Uttarakhand,477,412,1564.7,79907.04,157.41,0.848571429,561.1764706,84.17647059
Other Kharif pulses,2011,Kharif     ,Uttarakhand,10189,8848,1564.7,1706861.28,3362.37,0.806363636,11987.05882,1798.058824
Peas & beans (Pulses),2011,Rabi       ,Uttarakhand,6396,6576,1564.7,1071457.92,2110.68,0.71,7524.705882,1128.705882
Potato,2011,Kharif     ,Uttarakhand,7623,78490,1564.7,1277004.96,2515.59,9.606363636,8968.235294,1345.235294
Potato,2011,Rabi       ,Uttarakhand,4642,55998,1564.7,777627.84,1531.86,11.08923077,5461.176471,819.1764706
Ragi,2011,Kharif     ,Uttarakhand,114511,160034,1564.7,19182882.72,37788.63,1.467272727,134718.8235,20207.82353
Rapeseed &Mustard,2011,Rabi       ,Uttarakhand,12391,9733,1564.7,2075740.32,4089.03,0.653076923,14577.64706,2186.647059
Rice,2011,Kharif     ,Uttarakhand,261319,544497,1564.7,43776158.88,86235.27,1.684615385,307434.1176,46115.11765
Rice,2011,Summer     ,Uttarakhand,13680,45267,1564.7,2291673.6,4514.4,3.31,16094.11765,2414.117647
Sesamum,2011,Kharif     ,Uttarakhand,1745,400,1564.7,292322.4,575.85,0.226153846,2052.941176,307.9411765
Small millets,2011,Kharif     ,Uttarakhand,63943,79864,1564.7,10711731.36,21101.19,1.202727273,75227.05882,11284.05882
Soyabean,2011,Kharif     ,Uttarakhand,9041,14414,1564.7,1514548.32,2983.53,1.133636364,10636.47059,1595.470588
Sugarcane,2011,Whole Year ,Uttarakhand,104210,6348078,1564.7,17457259.2,34389.3,61.1,122600,18390
Sunflower,2011,Kharif     ,Uttarakhand,24,10,1564.7,4020.48,7.92,0.38,28.23529412,4.235294118
Tobacco,2011,Whole Year ,Uttarakhand,6,9,1564.7,1005.12,1.98,1.39,7.058823529,1.058823529
Turmeric,2011,Whole Year ,Uttarakhand,1292,11037,1564.7,216435.84,426.36,8.801,1520,228
Urad,2011,Kharif     ,Uttarakhand,11013,8941,1564.7,1844897.76,3634.29,0.696153846,12956.47059,1943.470588
Urad,2011,Summer     ,Uttarakhand,77,19,1564.7,12899.04,25.41,0.25,90.58823529,13.58823529
Wheat,2011,Rabi       ,Uttarakhand,355549,864836,1564.7,59561568.48,117331.17,1.873076923,418292.9412,62743.94118
other oilseeds,2011,Rabi       ,Uttarakhand,780,890,1564.7,130665.6,257.4,1.0675,917.6470588,137.6470588
Arhar/Tur,2011,Rabi       ,Jharkhand,18053,29165,1374.7,3024238.56,5957.49,1.61173913,21238.82353,3185.823529
Gram,2011,Rabi       ,Jharkhand,14034,13022,1374.7,2350975.68,4631.22,1.000833333,16510.58824,2476.588235
Maize,2011,Autumn     ,Jharkhand,65931,92140,1374.7,11044761.12,21757.23,1.34625,77565.88235,11634.88235
Masoor,2011,Rabi       ,Jharkhand,5097,5038,1374.7,853849.44,1682.01,1.0125,5996.470588,899.4705882
Onion,2011,Rabi       ,Jharkhand,3184,20676,1374.7,533383.68,1050.72,6.4995,3745.882353,561.8823529
Potato,2011,Rabi       ,Jharkhand,16213,119875,1374.7,2716001.76,5350.29,7.81625,19074.11765,2861.117647
Potato,2011,Winter     ,Jharkhand,21703,186886,1374.7,3635686.56,7161.99,7.600909091,25532.94118,3829.941176
Ragi,2011,Autumn     ,Jharkhand,21550,20401,1374.7,3610056,7111.5,0.813157895,25352.94118,3802.941176
Rapeseed &Mustard,2011,Rabi       ,Jharkhand,7486,6484,1374.7,1254054.72,2470.38,0.851666667,8807.058824,1321.058824
Rice,2011,Autumn     ,Jharkhand,150654,126012,1374.7,25237558.08,49715.82,0.79173913,177240,26586
Rice,2011,Winter     ,Jharkhand,832047,1250312,1374.7,139384513.4,274575.51,1.554166667,978878.8235,146831.8235
Sugarcane,2011,Whole Year ,Jharkhand,766,27049,1374.7,128320.32,252.78,33.58888889,901.1764706,135.1764706
Wheat,2011,Rabi       ,Jharkhand,47933,73657,1374.7,8029736.16,15817.89,1.486666667,56391.76471,8458.764706
Arhar/Tur,2011,Rabi       ,West Bengal,1248,543,1686.5,209064.96,411.84,0.43,1468.235294,220.2352941
Bajra,2011,Kharif     ,West Bengal,59,22,1686.5,9883.68,19.47,0.37,69.41176471,10.41176471
Barley,2011,Rabi       ,West Bengal,2310,3339,1686.5,386971.2,762.3,1.488888889,2717.647059,407.6470588
Castor seed,2011,Kharif     ,West Bengal,70,42,1686.5,11726.4,23.1,0.6,82.35294118,12.35294118
Coconut ,2011,Whole Year ,West Bengal,29133,367500000,1686.5,4880360.16,9613.89,12317.74,34274.11765,5141.117647
Cotton(lint),2011,Kharif     ,West Bengal,143,431,1686.5,23955.36,47.19,2.93,168.2352941,25.23529412
Gram,2011,Rabi       ,West Bengal,23270,24415,1686.5,3898190.4,7679.1,1.0175,27376.47059,4106.470588
Groundnut,2011,Autumn     ,West Bengal,1471,1268,1686.5,246421.92,485.43,1.016,1730.588235,259.5882353
Groundnut,2011,Rabi       ,West Bengal,7752,14402,1686.5,1298615.04,2558.16,1.7775,9120,1368
Groundnut,2011,Summer     ,West Bengal,52965,134503,1686.5,8872696.8,17478.45,2.007272727,62311.76471,9346.764706
Horse-gram,2011,Kharif     ,West Bengal,2046,984,1686.5,342745.92,675.18,0.525,2407.058824,361.0588235
Jowar,2011,Kharif     ,West Bengal,23,6,1686.5,3852.96,7.59,0.26,27.05882353,4.058823529
Jute,2011,Kharif     ,West Bengal,599027,8558607,1686.5,100349003,197678.91,15.07470588,704737.6471,105710.6471
Khesari,2011,Rabi       ,West Bengal,25808,26651,1686.5,4323356.16,8516.64,0.977857143,30362.35294,4554.352941
Linseed,2011,Rabi       ,West Bengal,4121,1478,1686.5,690349.92,1359.93,0.357142857,4848.235294,727.2352941
Maize,2011,Autumn     ,West Bengal,34052,77279,1686.5,5704391.04,11237.16,2.037272727,40061.17647,6009.176471
Maize,2011,Rabi       ,West Bengal,22614,107784,1686.5,3788297.28,7462.62,3.447272727,26604.70588,3990.705882
Maize,2011,Summer     ,West Bengal,41172,179065,1686.5,6897133.44,13586.76,2.755555556,48437.64706,7265.647059
Masoor,2011,Rabi       ,West Bengal,59299,41695,1686.5,9933768.48,19568.67,0.73625,69763.52941,10464.52941
Mesta,2011,Kharif     ,West Bengal,5430,64429,1686.5,909633.6,1791.9,9.391111111,6388.235294,958.2352941
Moong(Green Gram),2011,Kharif     ,West Bengal,806,577,1686.5,135021.12,265.98,0.66625,948.2352941,142.2352941
Moong(Green Gram),2011,Rabi       ,West Bengal,1936,1289,1686.5,324318.72,638.88,0.7,2277.647059,341.6470588
Moong(Green Gram),2011,Summer     ,West Bengal,17288,11084,1686.5,2896085.76,5705.04,0.801875,20338.82353,3050.823529
Niger seed,2011,Kharif     ,West Bengal,3569,2408,1686.5,597878.88,1177.77,0.545,4198.823529,629.8235294
Other  Rabi pulses,2011,Rabi       ,West Bengal,295,124,1686.5,49418.4,97.35,0.433333333,347.0588235,52.05882353
Other Kharif pulses,2011,Kharif     ,West Bengal,573,247,1686.5,95988.96,189.09,0.4425,674.1176471,101.1176471
Peas & beans (Pulses),2011,Rabi       ,West Bengal,12089,10939,1686.5,2025149.28,3989.37,0.876153846,14222.35294,2133.352941
Potato,2011,Rabi       ,West Bengal,376751,9693330,1686.5,63113327.52,124327.83,26.11722222,443236.4706,66485.47059
Potato,2011,Summer     ,West Bengal,2455,29706,1686.5,411261.6,810.15,12.1,2888.235294,433.2352941
Ragi,2011,Autumn     ,West Bengal,8423,8242,1686.5,1411020.96,2779.59,0.708,9909.411765,1486.411765
Rapeseed &Mustard,2011,Rabi       ,West Bengal,419473,380914,1686.5,70270116.96,138426.09,0.775555556,493497.6471,74024.64706
Rice,2011,Autumn     ,West Bengal,212971,471282,1686.5,35676901.92,70280.43,2.072222222,250554.1176,37583.11765
Rice,2011,Summer     ,West Bengal,1221076,3875100,1686.5,204554651.5,402955.08,3.035,1436560,215484
Rice,2011,Winter     ,West Bengal,3999653,10259384,1686.5,670021870.6,1319885.49,2.475555556,4705474.118,705821.1176
Safflower,2011,Rabi       ,West Bengal,422,362,1686.5,70693.44,139.26,0.822857143,496.4705882,74.47058824
Sannhamp,2011,Kharif     ,West Bengal,703,2625,1686.5,117766.56,231.99,3.87625,827.0588235,124.0588235
Sesamum,2011,Autumn     ,West Bengal,944,538,1686.5,158138.88,311.52,0.563,1110.588235,166.5882353
Sesamum,2011,Summer     ,West Bengal,180090,165983,1686.5,30168676.8,59429.7,0.814705882,211870.5882,31780.58824
Sesamum,2011,Winter     ,West Bengal,1086,677,1686.5,181926.72,358.38,0.569,1277.647059,191.6470588
Small millets,2011,Kharif     ,West Bengal,1020,678,1686.5,170870.4,336.6,0.51,1200,180
Small millets,2011,Rabi       ,West Bengal,500,716,1686.5,83760,165,1,588.2352941,88.23529412
Soyabean,2011,Kharif     ,West Bengal,581,474,1686.5,97329.12,191.73,0.72,683.5294118,102.5294118
Sugarcane,2011,Whole Year ,West Bengal,16077,1681444,1686.5,2693219.04,5305.41,107.9205882,18914.11765,2837.117647
Sunflower,2011,Kharif     ,West Bengal,6812,7939,1686.5,1141146.24,2247.96,1.256875,8014.117647,1202.117647
